WHOREGION,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,8,2022-02-21T03:00:00.000Z,43,43,,0,0,0,0,0,0,0,0,0,0,43,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,9,2022-02-28T03:00:00.000Z,56,56,,0,0,0,0,0,0,0,0,0,0,56,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,10,2022-03-07T03:00:00.000Z,77,77,,0,0,0,0,0,0,0,0,0,0,77,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,11,2022-03-14T03:00:00.000Z,64,64,,0,0,0,0,0,0,0,0,0,0,64,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,12,2022-03-21T03:00:00.000Z,116,116,,0,0,0,0,0,0,0,0,0,0,116,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,13,2022-03-28T03:00:00.000Z,143,143,,0,0,0,0,0,0,0,0,0,0,143,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,14,2022-04-04T03:00:00.000Z,119,119,,0,0,0,0,0,0,0,0,0,0,119,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,15,2022-04-11T03:00:00.000Z,93,93,,0,0,0,0,0,0,0,0,0,0,93,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,16,2022-04-18T03:00:00.000Z,40,40,,0,0,0,0,0,0,0,0,0,0,40,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,17,2022-04-25T03:00:00.000Z,102,102,,0,0,0,0,0,0,0,0,0,0,102,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,18,2022-05-02T03:00:00.000Z,48,48,,0,0,0,0,0,0,0,0,0,0,48,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,19,2022-05-09T03:00:00.000Z,51,51,,0,0,0,0,0,0,0,0,0,0,51,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,20,2022-05-16T03:00:00.000Z,45,45,,0,0,0,0,0,0,0,0,0,0,45,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,21,2022-05-23T03:00:00.000Z,76,76,,0,0,0,0,0,0,0,0,0,0,76,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,22,2022-05-30T03:00:00.000Z,53,53,,0,0,0,0,0,0,0,0,0,0,53,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,23,2022-06-06T03:00:00.000Z,52,52,,0,0,0,0,0,1,0,0,1,1,51,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,24,2022-06-13T03:00:00.000Z,61,61,,0,0,0,0,0,1,0,0,1,1,60,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,25,2022-06-20T03:00:00.000Z,48,48,,0,0,0,0,0,1,0,0,1,1,47,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,26,2022-06-27T03:00:00.000Z,69,69,,0,0,0,0,0,1,0,0,1,1,68,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,27,2022-07-04T03:00:00.000Z,85,85,,0,0,0,0,0,2,0,0,2,2,83,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,28,2022-07-11T03:00:00.000Z,96,96,,0,0,0,0,0,1,0,0,1,1,95,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,29,2022-07-18T03:00:00.000Z,101,101,,0,3,0,0,3,3,0,0,3,6,95,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,30,2022-07-25T03:00:00.000Z,127,127,,0,2,0,0,2,2,0,0,2,4,123,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,31,2022-08-01T03:00:00.000Z,160,160,,0,1,0,0,1,3,0,0,3,4,156,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,32,2022-08-08T03:00:00.000Z,135,135,,1,3,0,0,4,8,0,0,8,12,123,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,33,2022-08-15T03:00:00.000Z,110,110,,0,2,0,0,2,10,0,0,10,12,98,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,34,2022-08-22T03:00:00.000Z,172,172,,0,11,0,0,11,30,0,0,30,41,131,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,35,2022-08-29T03:00:00.000Z,124,124,,0,19,0,0,19,18,0,0,18,37,87,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,36,2022-09-05T03:00:00.000Z,153,153,,0,37,0,0,37,15,0,0,15,52,101,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,37,2022-09-12T03:00:00.000Z,156,153,,0,33,0,0,33,16,0,0,16,49,104,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,38,2022-09-19T03:00:00.000Z,172,172,,0,34,0,0,34,12,0,0,12,46,126,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,39,2022-09-26T03:00:00.000Z,144,144,,0,34,0,0,34,15,0,0,15,49,95,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,40,2022-10-03T03:00:00.000Z,173,173,,0,45,0,0,45,25,0,0,25,70,103,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,41,2022-10-10T03:00:00.000Z,149,149,,0,26,0,0,26,23,0,0,23,49,100,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,42,2022-10-17T03:00:00.000Z,133,133,,0,33,0,0,33,12,0,0,12,45,88,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,43,2022-10-24T03:00:00.000Z,161,161,,0,20,0,0,20,11,0,0,11,31,130,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,44,2022-10-31T03:00:00.000Z,130,130,,0,10,0,0,10,18,0,0,18,28,102,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,45,2022-11-07T03:00:00.000Z,114,114,,0,8,0,0,8,9,0,0,9,17,97,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,46,2022-11-14T03:00:00.000Z,140,140,,0,6,0,0,6,12,0,0,12,18,122,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,47,2022-11-21T03:00:00.000Z,121,121,,0,1,0,0,1,23,0,0,23,24,97,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,48,2022-11-28T03:00:00.000Z,103,103,,0,3,0,0,3,9,0,0,9,12,91,1
WPR,FLU_SE_ASIA,Lao People's Democratic Republic,LAO,SENTINEL,2022,49,2022-12-05T03:00:00.000Z,122,122,,0,0,0,0,0,8,0,0,8,8,114,1
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,39,2021-09-27T03:00:00.000Z,47,47,,0,0,,0,0,,,0,0,0,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,40,2021-10-04T03:00:00.000Z,58,58,,0,0,,0,0,,,1,1,1,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,41,2021-10-11T03:00:00.000Z,61,60,,0,1,,0,1,,,0,0,1,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,42,2021-10-18T03:00:00.000Z,46,46,,0,0,,0,0,,,0,0,0,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,43,2021-10-25T03:00:00.000Z,55,55,,0,1,,0,1,,,1,1,2,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,44,2021-11-01T03:00:00.000Z,111,111,,0,0,,0,0,,,0,0,0,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,45,2021-11-08T03:00:00.000Z,207,207,,0,1,,1,2,,,2,2,4,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,46,2021-11-15T03:00:00.000Z,319,256,,0,13,,0,13,,,1,1,14,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,47,2021-11-22T03:00:00.000Z,377,363,,0,37,,0,37,,,2,2,39,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,48,2021-11-29T03:00:00.000Z,483,437,,0,31,,2,33,,,4,4,37,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,49,2021-12-06T03:00:00.000Z,574,500,,0,58,,2,60,,,4,4,64,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,50,2021-12-13T03:00:00.000Z,583,479,,1,27,,3,31,,,0,0,31,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,51,2021-12-20T03:00:00.000Z,615,598,,0,40,,6,46,,,0,0,46,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2021,52,2021-12-27T03:00:00.000Z,556,549,,0,35,,9,44,,,2,2,46,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,1,2022-01-03T03:00:00.000Z,614,614,,0,58,,18,76,,,3,3,79,432,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,2,2022-01-10T03:00:00.000Z,648,645,,0,45,,8,53,,,7,7,60,471,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,3,2022-01-17T03:00:00.000Z,598,597,,0,58,,10,68,,,8,8,76,424,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,4,2022-01-24T03:00:00.000Z,604,604,,0,37,,4,41,,,2,2,43,436,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,5,2022-01-31T03:00:00.000Z,486,476,,0,13,,1,14,,,1,1,15,281,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,6,2022-02-07T03:00:00.000Z,619,619,,0,12,,0,12,,,0,0,12,374,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,7,2022-02-14T03:00:00.000Z,659,655,,0,37,,1,38,,,1,1,39,269,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,8,2022-02-21T03:00:00.000Z,623,621,,0,10,,1,11,,,0,0,11,285,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,9,2022-02-28T03:00:00.000Z,592,589,,0,8,,0,8,,,0,0,8,220,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,10,2022-03-07T03:00:00.000Z,609,602,,0,8,,3,11,,,0,0,11,254,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,11,2022-03-14T03:00:00.000Z,618,617,,0,6,,1,7,,,2,2,9,291,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,12,2022-03-21T03:00:00.000Z,621,620,,0,11,,2,13,,,0,0,13,290,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,13,2022-03-28T03:00:00.000Z,561,559,,0,4,,0,4,,,3,3,7,304,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,14,2022-04-04T03:00:00.000Z,648,647,,0,11,,1,12,,,0,0,12,398,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,15,2022-04-11T03:00:00.000Z,672,670,,0,10,,0,10,,,3,3,13,493,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,16,2022-04-18T03:00:00.000Z,629,619,,0,17,,1,18,,,0,0,18,461,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,17,2022-04-25T03:00:00.000Z,615,610,,0,10,,3,13,,,2,2,15,486,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,18,2022-05-02T03:00:00.000Z,216,215,,0,3,,1,4,,,1,1,5,175,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,19,2022-05-09T03:00:00.000Z,616,616,,0,24,,0,24,,,0,0,24,535,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,20,2022-05-16T03:00:00.000Z,621,621,,0,32,,0,32,,,3,3,35,490,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,21,2022-05-23T03:00:00.000Z,651,650,,0,34,,3,37,,,3,3,40,508,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,22,2022-05-30T03:00:00.000Z,549,548,,0,61,,0,61,,,5,5,66,395,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,23,2022-06-06T03:00:00.000Z,589,587,,0,58,,1,59,,,3,3,62,334,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,24,2022-06-13T03:00:00.000Z,682,682,,0,112,,0,112,,,8,8,120,0,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,25,2022-06-20T03:00:00.000Z,650,638,,0,207,,0,207,,,3,3,210,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,26,2022-06-27T03:00:00.000Z,648,632,,0,204,,1,205,,,3,3,208,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,27,2022-07-04T03:00:00.000Z,701,695,,0,245,,0,245,,,1,1,246,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,28,2022-07-11T03:00:00.000Z,675,675,,0,223,,3,226,,,2,2,228,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,29,2022-07-18T03:00:00.000Z,796,788,,0,289,,2,291,,,3,3,294,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,30,2022-07-25T03:00:00.000Z,787,786,,0,267,,1,268,,,4,4,272,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,31,2022-08-01T03:00:00.000Z,827,826,,1,213,,5,219,,,8,8,227,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,32,2022-08-08T03:00:00.000Z,848,843,,1,205,,3,209,,,7,7,216,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,33,2022-08-15T03:00:00.000Z,786,786,,0,194,,3,197,,,5,5,202,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,34,2022-08-22T03:00:00.000Z,843,821,,0,141,,4,145,,,3,3,148,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,35,2022-08-29T03:00:00.000Z,758,727,,0,106,,7,113,,,7,7,120,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,36,2022-09-05T03:00:00.000Z,818,806,,1,103,,5,109,,,6,6,115,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,37,2022-09-12T03:00:00.000Z,783,782,,2,73,,1,76,,,7,7,83,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,38,2022-09-19T03:00:00.000Z,793,792,,3,63,,1,67,,,16,16,83,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,39,2022-09-26T03:00:00.000Z,810,807,,5,49,,1,55,,,15,15,70,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,40,2022-10-03T03:00:00.000Z,790,790,,4,26,,2,32,,,26,26,58,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,41,2022-10-10T03:00:00.000Z,760,760,,6,11,,5,22,,,21,21,43,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,42,2022-10-17T03:00:00.000Z,798,797,,4,23,,0,27,,,23,23,50,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,43,2022-10-24T03:00:00.000Z,775,773,,7,15,,0,22,,,37,37,59,,2
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,44,2022-10-31T03:00:00.000Z,837,831,,5,16,,0,21,,,50,50,71,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,45,2022-11-07T03:00:00.000Z,871,865,,2,25,,0,27,,,77,77,104,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,46,2022-11-14T03:00:00.000Z,844,832,,2,19,,0,21,,,116,116,137,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,47,2022-11-21T03:00:00.000Z,847,843,,1,12,,0,13,,,111,111,124,,3
WPR,FLU_SE_ASIA,Malaysia,MYS,NOTDEFINED,2022,48,2022-11-28T03:00:00.000Z,791,790,,1,6,,0,7,,,120,120,127,,2
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,39,2021-09-27T03:00:00.000Z,20,20,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,40,2021-10-04T03:00:00.000Z,27,27,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,41,2021-10-11T03:00:00.000Z,45,45,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,42,2021-10-18T03:00:00.000Z,3,3,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,43,2021-10-25T03:00:00.000Z,26,26,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,44,2021-11-01T03:00:00.000Z,17,17,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,45,2021-11-08T03:00:00.000Z,14,14,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,46,2021-11-15T03:00:00.000Z,53,53,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,47,2021-11-22T03:00:00.000Z,62,62,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,48,2021-11-29T03:00:00.000Z,120,120,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,49,2021-12-06T03:00:00.000Z,90,90,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,50,2021-12-13T03:00:00.000Z,22,22,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,51,2021-12-20T03:00:00.000Z,56,56,0,0,2,0,0,2,0,0,0,0,2,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2021,52,2021-12-27T03:00:00.000Z,16,16,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,1,2022-01-03T03:00:00.000Z,85,85,0,0,1,0,0,1,0,0,0,0,1,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,2,2022-01-10T03:00:00.000Z,149,149,0,0,1,0,0,1,0,0,0,0,1,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,3,2022-01-17T03:00:00.000Z,240,240,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,4,2022-01-24T03:00:00.000Z,101,101,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,5,2022-01-31T03:00:00.000Z,,,,,,,,,,,,,,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,6,2022-02-07T03:00:00.000Z,132,132,0,0,1,0,0,1,0,0,0,0,1,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,7,2022-02-14T03:00:00.000Z,156,156,0,0,2,0,0,2,0,0,0,0,2,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,8,2022-02-21T03:00:00.000Z,46,46,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,9,2022-02-28T03:00:00.000Z,170,170,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,10,2022-03-07T03:00:00.000Z,114,114,0,0,3,0,0,3,0,0,0,0,3,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,11,2022-03-14T03:00:00.000Z,276,276,0,0,18,0,0,18,0,0,0,0,18,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,12,2022-03-21T03:00:00.000Z,340,340,0,0,13,0,6,19,0,0,2,2,21,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,13,2022-03-28T03:00:00.000Z,177,177,0,0,7,0,6,13,0,0,0,0,13,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,14,2022-04-04T03:00:00.000Z,208,208,0,0,37,0,20,57,0,0,1,1,58,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,15,2022-04-11T03:00:00.000Z,117,117,0,0,14,0,3,17,0,0,0,0,17,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,16,2022-04-18T03:00:00.000Z,124,124,0,0,25,0,11,36,0,0,0,0,36,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,17,2022-04-25T03:00:00.000Z,174,174,0,0,25,0,17,42,0,0,0,0,42,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,18,2022-05-02T03:00:00.000Z,151,151,0,0,16,0,14,30,0,0,0,0,30,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,19,2022-05-09T03:00:00.000Z,75,75,0,0,10,0,0,10,0,0,0,0,10,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,20,2022-05-16T03:00:00.000Z,165,165,0,0,8,0,8,16,0,0,0,0,16,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,21,2022-05-23T03:00:00.000Z,201,201,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,22,2022-05-30T03:00:00.000Z,118,118,0,0,1,0,1,2,0,0,0,0,2,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,23,2022-06-06T03:00:00.000Z,47,47,0,0,1,0,0,1,0,0,0,0,1,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,24,2022-06-13T03:00:00.000Z,25,25,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,25,2022-06-20T03:00:00.000Z,47,47,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,26,2022-06-27T03:00:00.000Z,31,31,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,27,2022-07-04T03:00:00.000Z,50,50,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,28,2022-07-11T03:00:00.000Z,23,23,1,0,0,0,0,1,0,0,0,0,1,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,29,2022-07-18T03:00:00.000Z,98,98,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,30,2022-07-25T03:00:00.000Z,52,52,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,31,2022-08-01T03:00:00.000Z,35,35,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,32,2022-08-08T03:00:00.000Z,64,64,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,33,2022-08-15T03:00:00.000Z,51,51,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,34,2022-08-22T03:00:00.000Z,29,29,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,35,2022-08-29T03:00:00.000Z,50,50,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,36,2022-09-05T03:00:00.000Z,58,58,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,37,2022-09-12T03:00:00.000Z,80,80,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,38,2022-09-19T03:00:00.000Z,62,62,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,39,2022-09-26T03:00:00.000Z,79,79,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,40,2022-10-03T03:00:00.000Z,78,78,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,41,2022-10-10T03:00:00.000Z,60,60,0,0,0,0,0,0,0,0,0,0,0,,1
WPR,FLU_EST_ASIA,Mongolia,MNG,NOTDEFINED,2022,42,2022-10-17T03:00:00.000Z,74,74,0,0,0,0,0,0,0,0,0,0,0,,1
